"","X","YEAR","month","Ca","Mg","K","Na","NH4","NO3","Cl","SO4","pH","P"
"608",8,2108,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"609",9,2108,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"610",10,2108,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"611",11,2108,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"612",12,2108,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"613",1,2109,1,16.5157830599496,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,70.2357519398993,9.782629035,4.15668279,0.194
"614",2,2109,2,21.3025687428689,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,80.1647234157379,10.16061126,4.392493478,0.194
"615",3,2109,3,22.5631551678714,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,84.7501987057427,13.07723152,3.869073118,0.194
"616",4,2109,4,32.529578817123,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,107.779253414246,16.41919481,4.561960295,0.194
"617",5,2109,5,49.8398254348527,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,128.364509289705,15.01971442,4.412726712,0.194
"618",6,2109,6,74.0135484422422,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,165.925597874484,13.46801347,5.814087435,0.194
"619",7,2109,7,254.526713185159,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,522.155279530317,24.97058532,6.675205968,0.194
"620",8,2109,8,225.416807891117,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,467.332991882234,14.44684532,5.071110058,0.194
"621",9,2109,9,91.9228642816424,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,219.460956233285,14.72703016,5.3918225,0.194
"622",10,2109,10,35.6992536792835,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,105.573121428567,10.85179987,3.965372538,0.194
"623",11,2109,11,16.4532588747086,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,80.5209389294172,11.36349198,4.027657525,0.194
"624",12,2109,12,15.1470084768103,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,74.0702841236207,10.26931902,4.135653707,0.194
"4069",1,2110,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4070",2,2110,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4071",3,2110,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4072",4,2110,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4073",5,2110,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4074",6,2110,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4075",7,2110,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4076",8,2110,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4077",9,2110,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4078",10,2110,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4079",11,2110,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4080",12,2110,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4081",1,2111,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4082",2,2111,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4083",3,2111,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4084",4,2111,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4085",5,2111,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4086",6,2111,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4087",7,2111,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4088",8,2111,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4089",9,2111,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4090",10,2111,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4091",11,2111,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4092",12,2111,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4093",1,2112,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4094",2,2112,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4095",3,2112,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4096",4,2112,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4097",5,2112,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4098",6,2112,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4099",7,2112,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4100",8,2112,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4101",9,2112,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4102",10,2112,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4103",11,2112,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4104",12,2112,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4105",1,2113,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4106",2,2113,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4107",3,2113,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4108",4,2113,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4109",5,2113,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4110",6,2113,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4111",7,2113,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4112",8,2113,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4113",9,2113,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4114",10,2113,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4115",11,2113,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4116",12,2113,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4117",1,2114,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4118",2,2114,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4119",3,2114,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4120",4,2114,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4121",5,2114,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4122",6,2114,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4123",7,2114,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4124",8,2114,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4125",9,2114,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4126",10,2114,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4127",11,2114,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4128",12,2114,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4129",1,2115,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4130",2,2115,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4131",3,2115,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4132",4,2115,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4133",5,2115,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4134",6,2115,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4135",7,2115,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4136",8,2115,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4137",9,2115,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4138",10,2115,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4139",11,2115,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4140",12,2115,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4141",1,2116,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4142",2,2116,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4143",3,2116,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4144",4,2116,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4145",5,2116,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4146",6,2116,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4147",7,2116,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4148",8,2116,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4149",9,2116,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4150",10,2116,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4151",11,2116,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4152",12,2116,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4153",1,2117,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4154",2,2117,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4155",3,2117,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4156",4,2117,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4157",5,2117,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4158",6,2117,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4159",7,2117,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4160",8,2117,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4161",9,2117,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4162",10,2117,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4163",11,2117,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4164",12,2117,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4165",1,2118,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4166",2,2118,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4167",3,2118,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4168",4,2118,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4169",5,2118,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4170",6,2118,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4171",7,2118,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4172",8,2118,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4173",9,2118,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4174",10,2118,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4175",11,2118,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4176",12,2118,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
"4177",1,2119,1,1.075901991,3.452787492,0.730466542,32.07861723,0.845309745,8.350289504,37.20418582,9.782629035,4.15668279,0.194
"4178",2,2119,2,1.095863067,3.541658095,0.758089226,32.70324291,1.379339887,9.698215854,37.55958593,10.16061126,4.392493478,0.194
"4179",3,2119,3,1.761743172,3.810209539,1.163733462,35.05441299,1.897051309,10.63521641,39.62388837,13.07723152,3.869073118,0.194
"4180",4,2119,4,2.229910933,4.269811881,1.131052302,37.24200905,3.479816141,17.44667697,42.72009578,16.41919481,4.561960295,0.194
"4181",5,2119,5,3.011092655,3.453140153,1.051379289,24.51401006,3.403983196,13.44254637,28.68485842,15.01971442,4.412726712,0.194
"4182",6,2119,6,1.378792835,1.854518579,0.681094309,17.46187378,2.42740974,13.95099541,17.89850099,13.46801347,5.814087435,0.194
"4183",7,2119,7,3.577115534,1.827158647,1.105604917,20.2224342,8.843170509,40.39625192,13.10185316,24.97058532,6.675205968,0.194
"4184",8,2119,8,1.61708478,1.990576111,0.798963004,15.87041361,1.941247845,13.77232053,16.4993761,14.44684532,5.071110058,0.194
"4185",9,2119,9,1.461039861,3.265598452,0.844026467,32.16567689,4.27044306,15.46614332,35.61522767,14.72703016,5.3918225,0.194
"4186",10,2119,10,1.479522339,3.375315245,0.903705106,29.69436825,1.586542313,10.48440045,34.17461407,10.85179987,3.965372538,0.194
"4187",11,2119,11,1.338131385,4.46181627,1.056217183,40.93608383,0.965146574,6.795689576,47.61442118,11.36349198,4.027657525,0.194
"4188",12,2119,12,1.10498813,4.06295001,0.850420607,37.77612057,0.856732849,6.624380781,43.77626717,10.26931902,4.135653707,0.194
